id,car_name,yr_mfr,date_mfr,fuel_type,kms_run,sale_price,city,times_viewed,body_type,transmission,variant,assured_buy,emi_starts_from,booking_down_pymnt,total_owners
376,maruti alto 800,2016,2021-05-04T06:46:09.79,petrol,34151,311399,chennai,83,hatchback,manual,vxi,TRUE,7233,46710,2
377,maruti vitara brezza,2016,2021-02-09T05:27:27.451,diesel,71468,623799,ghaziabad,787,suv,manual,vdi,TRUE,14489,93570,1
378,maruti vitara brezza,2016,2021-04-06T09:26:59.403,diesel,28987,777299,hyderabad,2614,suv,manual,zdi,FALSE,18055,116595,1
379,maruti a star,2009,2021-03-27T04:59:46.847,petrol,107840,184699,pune,831,hatchback,manual,vxi,TRUE,4290,27705,1
380,maruti swift dzire,2014,2021-04-05T07:45:24.79,petrol,30411,460899,mumbai,370,sedan,manual,vxi 1.2 bs iv,FALSE,10706,69135,2
381,hyundai grand i10 nios,2020,2021-04-15T09:35:33.699,petrol,379,680899,hyderabad,11041,hatchback,,sportz 1.2 at,TRUE,15816,102135,1
382,renault duster,2019,2021-04-09T06:58:22.902,petrol,14779,936699,bengaluru,1077,suv,automatic,rxs cvt 106 ps,TRUE,21757,140505,2
383,maruti baleno,2017,2021-03-15T12:40:00.572,petrol,62516,614099,hyderabad,678,hatchback,manual,zeta 1.2 k12,TRUE,14264,92115,1
384,hyundai i10,2011,2021-02-10T12:24:11.818,petrol,66622,189499,new delhi,490,hatchback,manual,magna 1.2 kappa2,TRUE,4402,28425,1
385,maruti ertiga,2012,2021-04-06T08:11:55.51,diesel,51209,590899,mumbai,484,suv,manual,zdi,TRUE,13725,88635,1
386,maruti vitara brezza,2016,2021-04-12T13:07:22.247,diesel,82420,756099,bengaluru,1350,suv,manual,zdi,TRUE,17562,113415,1
387,hyundai verna,2012,2021-04-04T11:18:56.939,diesel,88815,413899,bengaluru,4125,sedan,manual,fluidic 1.6 sx crdi,TRUE,9614,62085,5
388,maruti ritz,2009,2019-09-06T13:09:32.633,petrol & cng,70095,170000,new delhi,159,hatchback,manual,lxi,TRUE,3949,25500,2
389,maruti ciaz,2018,2021-03-22T05:05:24.312,petrol,49072,690699,ahmedabad,1099,sedan,manual,delta 1.4 vvt,FALSE,16043,103605,1
390,maruti eeco,2020,2021-03-31T12:33:05.407,petrol,3822,476499,ahmedabad,2952,suv,manual,5 str with ac plushtr,TRUE,11068,71475,1
391,tata tiago,2017,2021-02-25T13:05:10.152,petrol,33205,489599,bengaluru,1235,hatchback,manual,xz 1.2 revotron,TRUE,11372,73440,1
392,hyundai i10,2013,2020-05-30T13:24:08.996,petrol,63162,306000,bengaluru,219,hatchback,manual,sportz 1.2 kappa2,FALSE,7108,45900,1
393,maruti swift,2019,2021-02-28T12:01:19.856,petrol,8940,575099,chennai,2260,hatchback,manual,lxi,TRUE,13358,86265,1
394,ford ecosport,2013,2021-03-21T09:55:55.086,petrol,48861,474499,chennai,1207,suv,manual,1.0 ecoboost titanium opt,TRUE,11021,71175,1
395,hyundai elite i20,2015,2021-03-20T05:47:44.687,diesel,106123,480399,new delhi,269,hatchback,manual,magna 1.4 crdi,TRUE,11158,72060,1
396,maruti swift,2012,2020-12-30T11:11:08.365,diesel,113073,291999,gurgaon,615,hatchback,manual,vdi,TRUE,6782,43800,1
397,hyundai xcent,2014,2021-03-06T08:09:36.142,petrol,9571,460899,mumbai,931,sedan,manual,sx 1.2 opt,FALSE,10706,69135,1
398,maruti alto 800,2018,2021-03-16T11:39:32.811,petrol,6662,343299,ahmedabad,1241,hatchback,manual,lxi,TRUE,7974,51495,1
399,maruti swift,2012,2021-01-11T12:12:02.527,diesel,95321,324599,gurgaon,580,hatchback,manual,zdi,TRUE,7540,48690,1
400,maruti ertiga,2018,2021-04-04T10:00:07.711,diesel,82508,884399,mumbai,602,suv,manual,vdi shvs,TRUE,20542,132660,1
401,maruti alto 800,2018,2020-10-25T08:27:42.747,petrol,14275,304399,bengaluru,1142,hatchback,manual,lxi opt,TRUE,7070,45660,1
402,renault duster,2016,2020-08-09T11:26:20.312,diesel,85369,522599,gurgaon,820,suv,automatic,rxl amt 110 ps,TRUE,12139,78390,1
403,maruti swift,2015,2021-03-25T14:06:31.219,diesel,171277,511499,hyderabad,1052,hatchback,manual,zdi,TRUE,11881,76725,1
404,hyundai santro xing,2008,2021-01-23T07:05:14.858,petrol & lpg,84985,166199,hyderabad,9481,hatchback,manual,gl,TRUE,3860,24930,1
405,hyundai grand i10,2017,2021-03-11T09:03:07.665,petrol,14965,533399,chennai,1741,hatchback,manual,magna 1.2 kappa vtvt,TRUE,12390,80010,1
406,maruti swift dzire,2014,2021-01-18T17:51:17.109,diesel,88835,354099,new delhi,1485,sedan,manual,vdi bs iv,TRUE,8225,53115,1
407,tata nano,2014,2021-03-20T12:32:27.102,petrol,9392,187599,pune,3525,hatchback,automatic,twist xta,TRUE,4357,28140,1
408,volkswagen polo,2014,2021-03-14T10:58:55.661,diesel,107465,366399,noida,896,hatchback,manual,highline1.2l diesel,TRUE,8511,54960,1
409,hyundai elite i20,2017,2021-03-25T08:24:15.616,petrol,38526,623899,hyderabad,1175,hatchback,manual,sportz 1.2,TRUE,14492,93585,2
410,maruti swift,2010,2021-03-20T12:31:46.941,petrol,72363,202899,new delhi,2187,hatchback,manual,lxi,TRUE,4713,30435,1
411,bmw 3 series,2011,2021-02-13T08:38:28.384,diesel,90696,694299,pune,3650,luxury sedan,automatic,320 d performance edition,TRUE,16127,104145,2
412,mercedes benz c class,2014,2021-03-11T07:34:44.869,petrol,23856,1335521,mumbai,2632,luxury sedan,,c200 cgi grand edition,FALSE,31021,200329,2
413,maruti dzire,2017,2021-02-18T06:09:36.18,diesel,76040,707799,chennai,1107,sedan,automatic,zdi plus amt,TRUE,16440,106170,1
414,tata nexon,2019,2021-03-03T12:01:24.222,diesel,20995,973899,mumbai,3270,suv,,xza+ 1.5,TRUE,22621,146085,1
415,renault kwid,2015,2021-04-21T08:39:31.21,petrol,23144,286899,hyderabad,2395,hatchback,manual,rxt,TRUE,6664,43035,1
416,nissan micra,2015,2021-03-23T07:07:49.401,petrol,79035,384699,bengaluru,1293,hatchback,automatic,xl cvt (petrol),TRUE,8936,57705,1
417,honda br-v,2017,2021-03-30T07:46:11.792,petrol,54562,806099,chennai,2046,suv,automatic,1.5 i-vtec v cvt,TRUE,18724,120915,1
418,ford ecosport,2017,2021-03-25T10:23:33.177,petrol,18510,606699,mumbai,3623,suv,manual,1.5 trend ti vct,TRUE,14092,91005,1
419,hyundai i10,2013,2021-02-28T07:41:47.65,petrol,22201,469299,bengaluru,461,hatchback,automatic,sportz 1.2 at kappa2,FALSE,10901,70395,1
420,renault duster,2017,2021-03-06T13:38:32.946,diesel,46220,887499,pune,2424,suv,automatic,rxz amt 110 ps,FALSE,20614,133125,1
421,audi q3,2012,2021-04-07T11:26:56.59,diesel,113771,1119381,gurgaon,1241,luxury suv,automatic,2.0 tdi quattro,TRUE,26000,167908,1
422,hyundai grand i10,2016,2021-01-24T15:19:57.19,petrol,41357,352299,gurgaon,348,hatchback,manual,magna 1.2 vtvt,TRUE,8183,52845,1
423,toyota innova,2010,2021-03-20T09:53:48.036,diesel,233928,536199,mumbai,259,suv,manual,2.5 g4 8 str,TRUE,12455,80430,2
424,maruti wagon r 1.0,2014,2020-12-01T07:41:29.381,petrol,23233,357399,hyderabad,2906,hatchback,manual,vxi,TRUE,8301,53610,2
425,maruti wagon r,2012,2021-02-22T13:58:36.826,petrol,71968,298599,bengaluru,3092,hatchback,manual,vxi,FALSE,6936,44790,2
426,hyundai i10,2008,2021-03-18T10:57:43.451,petrol,85606,304599,bengaluru,543,hatchback,automatic,magna 1.2 at,TRUE,7075,45690,1
427,mahindra tuv300,2015,2019-03-30T14:34:42.215,diesel,74825,490000,new delhi,95,suv,manual,t6,FALSE,11381,73500,1
428,nissan micra,2011,2021-04-01T12:01:25.881,petrol,48380,199699,mumbai,3523,hatchback,manual,xv petrol,FALSE,4639,29955,2
429,maruti alto k10,2013,2021-03-10T07:43:30.889,petrol,9676,299599,bengaluru,5709,hatchback,manual,vxi,TRUE,6959,44940,1
430,maruti alto,2010,2021-04-11T06:49:02.126,petrol,57695,205199,hyderabad,550,hatchback,manual,lxi,TRUE,4766,30780,2
431,maruti ritz,2010,2021-03-05T17:34:43.515,petrol,19432,241199,mumbai,817,hatchback,manual,zxi,FALSE,5602,36180,1
432,maruti a star,2010,2021-02-14T07:12:11.926,petrol,46021,246699,bengaluru,2276,hatchback,manual,vxi,TRUE,5730,37005,2
433,honda city,2014,2021-04-01T08:07:06.581,diesel,90426,523899,new delhi,356,sedan,manual,v mt diesel,TRUE,12169,78585,1
434,volkswagen polo,2015,2021-03-06T09:26:06.498,petrol,58384,531899,bengaluru,917,hatchback,manual,highline1.2l petrol,TRUE,12355,79785,2
435,nissan micra,2013,2021-03-04T14:10:38.146,petrol,46281,283099,chennai,2605,hatchback,manual,xl petrol,TRUE,6576,42465,2
436,maruti dzire,2017,2021-04-21T12:29:42.043,petrol,29115,664399,hyderabad,693,sedan,manual,vxi,TRUE,15432,99660,1
437,hyundai eon,2015,2021-04-14T13:42:20.448,petrol,36995,297799,hyderabad,573,hatchback,manual,era plus,TRUE,6917,44670,1
438,maruti baleno,2017,2021-03-25T11:27:26.404,diesel,80193,581099,gurgaon,1514,hatchback,manual,alpha ddis 190,TRUE,13497,87165,1
439,hyundai creta,2015,2021-03-26T06:02:35.663,diesel,78599,959399,pune,2261,suv,automatic,1.6 crdi sx plus auto,TRUE,22284,143910,2
440,mahindra bolero,2013,2021-04-09T10:37:48.2,diesel,85256,378999,noida,4708,suv,manual,zlx,FALSE,8803,56850,1
441,maruti alto,2007,2021-02-18T11:29:34.208,petrol,33538,189599,bengaluru,3590,hatchback,manual,lxi,FALSE,4404,28440,1
442,honda amaze,2014,2021-03-31T13:35:32.57,petrol,100187,400099,new delhi,62,sedan,manual,1.2 smt i vtec,TRUE,9293,60015,2
443,honda city,2014,2021-03-16T12:57:18.168,diesel,101866,531399,pune,1356,sedan,manual,v mt diesel,TRUE,12343,79710,2
444,hyundai xcent,2014,2021-02-16T12:40:04.502,petrol,50672,358799,lucknow,4945,sedan,manual,sx 1.2 opt,TRUE,8334,53820,2
445,maruti swift dzire,2015,2021-02-27T09:13:43.896,diesel,74575,536099,chennai,664,sedan,manual,vdi bs iv,TRUE,12452,80415,1
446,volkswagen polo,2015,2021-03-23T09:28:19.503,petrol,84281,421499,mumbai,556,hatchback,manual,highline1.2l petrol,FALSE,9790,63225,1
447,maruti wagon r 1.0,2014,2020-11-17T12:43:14.631,petrol,43955,387199,bengaluru,784,hatchback,manual,vxi,TRUE,8994,58080,1
448,maruti swift,2015,2020-09-26T22:30:00.844,diesel,72955,390000,ahmedabad,409,hatchback,manual,vdi,FALSE,9059,58500,2
449,maruti ciaz,2018,2020-11-09T05:18:41.612,petrol,47051,664599,ahmedabad,1742,sedan,manual,zeta 1.4 vvt,TRUE,15437,99690,1
450,maruti ritz,2009,2021-03-27T10:27:30.92,diesel,170681,313799,bengaluru,649,hatchback,manual,vdi,TRUE,7289,47070,1
451,hyundai verna,2012,2021-04-09T09:35:00.658,diesel,109303,358399,new delhi,2826,sedan,manual,fluidic 1.6 sx crdi,TRUE,8325,53760,1
452,maruti swift,2014,2021-03-02T11:54:23.358,petrol,113481,383599,mumbai,731,hatchback,manual,vxi,TRUE,8910,57540,1
453,maruti ertiga,2013,2021-03-09T15:57:45.461,diesel,54021,645099,mumbai,1343,suv,manual,zdi,FALSE,14984,96765,1
454,maruti eeco,2019,2021-03-19T04:56:44.452,petrol & cng,45317,452399,ahmedabad,501,suv,manual,5 str with ac plushtr,TRUE,10508,67860,1
455,ford figo,2011,2021-03-25T15:15:17.118,petrol,26569,263199,hyderabad,2156,hatchback,manual,1.2 zxi duratec,TRUE,6113,39480,1
456,maruti ciaz,2018,2021-03-20T10:34:06.46,petrol,30904,828499,new delhi,2139,sedan,,alpha 1.5 at vtvt shvs,TRUE,19244,124275,1
457,maruti alto k10,2018,2021-03-23T10:29:47.116,petrol & cng,53156,302099,new delhi,2160,hatchback,,lxi cng (o),TRUE,7017,45315,1
458,maruti baleno,2019,2021-03-28T06:41:51.216,petrol,12583,695599,bengaluru,1089,hatchback,manual,delta 1.2 k12,TRUE,16157,104340,1
459,ford ecosport,2015,2021-04-04T05:27:36.22,petrol,61188,607999,mumbai,631,suv,automatic,1.5 titanium ti vct at,TRUE,14122,91200,1
460,hyundai i10,2009,2021-04-01T06:55:20.02,petrol,101199,179199,new delhi,714,hatchback,manual,magna 1.2,TRUE,4162,26880,1
461,hyundai i10,2009,2021-02-28T07:31:41.709,petrol,37982,197099,new delhi,1913,hatchback,manual,magna 1.2,TRUE,4578,29565,2
462,maruti ciaz,2014,2021-02-27T08:17:50.557,petrol,56469,479999,new delhi,1184,sedan,manual,zxi,TRUE,11149,72000,1
463,hyundai elite i20,2019,2021-04-08T09:23:13.411,petrol,11855,628299,chennai,495,hatchback,,1.2 magna plus vtvt,TRUE,14594,94245,2
464,maruti swift,2014,2021-03-20T06:05:36.464,petrol,12720,510899,chennai,2427,hatchback,manual,zxi,TRUE,11867,76635,1
465,maruti swift,2009,2021-05-30T10:49:26.943,petrol,76508,195059,gurgaon,6,hatchback,manual,vxi,TRUE,4531,29259,4
466,hyundai grand i10,2017,2021-03-03T05:48:04.029,petrol,14538,478299,ahmedabad,579,hatchback,manual,magna 1.2 kappa vtvt,TRUE,11110,71745,1
467,tata nano,2010,2019-03-13T13:53:00.826,petrol,53390,35000,ghaziabad,740,hatchback,manual,lx,FALSE,813,5250,2
468,maruti swift,2015,2021-01-27T12:10:31.578,petrol,57036,485399,bengaluru,569,hatchback,manual,vxi,TRUE,11275,72810,1
469,maruti alto 800,2017,2021-05-28T12:19:34.954,petrol,43072,270000,new delhi,166,hatchback,manual,lxi,FALSE,6271,40500,2
470,honda amaze,2020,2021-04-11T14:27:43.715,petrol,9344,685399,noida,3461,sedan,manual,1.2 smt i vtec,TRUE,15920,102810,1
471,renault kwid,2019,2021-01-04T07:27:24.112,petrol,7343,400699,bengaluru,3550,hatchback,manual,rxt opt,TRUE,9307,60105,1
472,ford ecosport,2020,2021-03-15T12:36:07.677,diesel,11371,981199,hyderabad,6143,suv,manual,1.5titanium tdci,TRUE,22791,147180,1
473,volkswagen polo,2014,2021-02-16T13:23:10.365,petrol,56316,420099,mumbai,994,hatchback,manual,highline1.2l petrol,TRUE,9758,63015,1
474,tata manza,2012,2021-03-31T15:01:34.045,diesel,107319,256499,pune,521,sedan,manual,ex quadrajet,TRUE,5958,38475,1
475,ford ecosport,2017,2020-10-22T06:39:27.799,diesel,52212,692899,gurgaon,1746,suv,,1.5 tdci titanium plus,TRUE,16094,103935,1
476,honda wr-v,2017,2021-03-16T09:57:28.867,petrol,37386,727299,mumbai,539,suv,manual,1.2 i-vtec vx mt,TRUE,16893,109095,1
477,maruti wagon r 1.0,2011,2021-03-30T12:39:09.836,petrol & cng,109283,274299,ghaziabad,27,hatchback,manual,lxi cng,TRUE,6371,41145,1
478,honda city,2017,2021-04-16T07:50:41.083,petrol,89362,921799,hyderabad,1296,sedan,automatic,vx cvt petrol,TRUE,21411,138270,1
479,maruti wagon r 1.0,2012,2021-03-24T12:33:37.715,petrol,37135,295599,pune,3420,hatchback,manual,vxi,FALSE,6866,44340,1
480,hyundai verna,2016,2021-04-07T10:35:08.477,petrol,22884,618799,ahmedabad,2996,sedan,manual,fluidic 1.6 vtvt s,TRUE,14373,92820,1
481,maruti ertiga,2017,2021-04-15T07:32:55.155,diesel,43634,811699,hyderabad,2279,suv,manual,vdi shvs limited edition,TRUE,18854,121755,1
482,hyundai tucson new,2018,2021-03-27T13:34:31.451,diesel,72527,1651146,bengaluru,2410,luxury suv,automatic,2wd at gls diesel,TRUE,38352,247672,2
483,volkswagen polo,2010,2021-03-14T12:58:02.468,petrol,42795,285599,pune,1985,hatchback,manual,highline1.2l petrol,FALSE,6634,42840,1
484,honda amaze,2014,2021-04-03T09:40:18.934,petrol,46348,408899,bengaluru,1847,sedan,manual,1.2 exmt i vtec,TRUE,9498,61335,1
485,mercedes benz e class,2012,2021-03-06T15:09:48.749,petrol,98842,1139985,mumbai,1373,luxury sedan,manual,e 200 avantgarde,FALSE,26479,170998,2
486,hyundai elite i20,2016,2021-03-24T10:14:05.442,petrol,95260,453799,pune,1876,hatchback,manual,magna 1.2,TRUE,10541,68070,1
487,maruti alto 800,2012,2021-02-12T13:49:11.966,petrol,28610,256399,bengaluru,4326,hatchback,manual,lxi,TRUE,5956,38460,1
488,maruti alto 800,2016,2021-04-20T02:37:19.583,petrol,41120,302099,chennai,317,hatchback,manual,lxi,TRUE,7017,45315,2
489,maruti swift dzire,2014,2021-03-24T11:51:51.988,diesel,81540,547899,hyderabad,465,sedan,manual,vdi bs iv,TRUE,12726,82185,1
490,tata zest,2016,2021-05-28T11:21:12.04,diesel,46455,300000,new delhi,230,sedan,manual,xms quadrajet 90ps,FALSE,6968,45000,1
491,maruti ritz,2013,2021-03-08T04:32:33.615,diesel,70687,285299,new delhi,852,hatchback,manual,vdi,FALSE,6627,42795,1
492,maruti zen estilo,2011,2021-03-12T09:17:10.098,petrol,33717,200799,faridabad,536,hatchback,manual,lxi,TRUE,4664,30120,1
493,maruti eeco,2018,2021-03-21T10:51:08.145,petrol & cng,92405,422299,ahmedabad,427,suv,manual,5 str with ac plushtr,TRUE,9809,63345,1
494,hyundai i10,2013,2020-11-12T13:30:25.839,petrol,59555,370299,bengaluru,770,hatchback,automatic,sportz 1.2 at kappa2,TRUE,8601,55545,2
495,maruti celerio,2014,2021-04-01T12:11:22.815,petrol,101361,367399,pune,420,hatchback,manual,vxi,TRUE,8534,55110,2
496,maruti wagon r 1.0,2014,2021-03-15T12:16:00.21,petrol,62642,410099,bengaluru,273,hatchback,manual,vxi,TRUE,9526,61515,1
497,honda city,2017,2020-05-30T13:33:04.441,petrol,52028,850000,new delhi,196,sedan,manual,vx mt petrol,FALSE,19743,127500,1
498,hyundai eon,2015,2021-04-04T10:01:04.662,petrol,26270,263999,ghaziabad,2034,hatchback,manual,era plus,TRUE,6132,39600,1
499,volkswagen polo,2012,2021-02-19T09:17:31.509,petrol,56032,295299,new delhi,2826,hatchback,manual,comfortline 1.2l petrol,TRUE,6859,44295,2
500,maruti s cross,2017,2021-03-26T12:43:21.513,diesel,113808,662399,pune,1045,suv,manual,zeta 1.3,TRUE,15386,99360,1
501,hyundai grand i10,2015,2021-04-08T08:55:36.315,petrol,15839,504799,bengaluru,338,hatchback,manual,sportz 1.2 kappa vtvt,FALSE,11725,75720,1
502,jaguar xj l,2014,2020-10-30T08:48:46.579,diesel,2288,3866000,gurgaon,410,luxury sedan,automatic,3.0 v 6 premium luxury,FALSE,89798,579901,1
503,nissan sunny,2014,2021-03-21T13:48:55.134,diesel,22411,478899,chennai,1700,sedan,manual,xv diesel,TRUE,11124,71835,1
504,hyundai i10,2010,2021-02-28T06:28:47.422,petrol,84850,216999,new delhi,482,hatchback,manual,sportz 1.2,TRUE,5040,32550,1
505,maruti alto,2020,2021-04-07T11:21:45.385,petrol,6942,363499,ahmedabad,870,hatchback,manual,vxi,TRUE,8443,54525,1
506,renault kwid,2015,2021-02-02T05:06:20.528,petrol,32671,288699,chennai,5251,hatchback,manual,rxt opt,TRUE,6706,43305,1
507,hyundai grand i10,2015,2021-03-02T07:30:18.652,petrol,41688,401999,bengaluru,994,hatchback,manual,era 1.2 kappa vtvt,FALSE,9337,60300,1
508,maruti ertiga,2019,2021-04-01T11:42:49.14,petrol,25469,874799,new delhi,1637,suv,,zxi plus shvs,TRUE,20319,131220,1
509,ford ecosport,2013,2021-04-16T06:13:52.35,diesel,90309,383699,ghaziabad,1111,suv,manual,1.5 ambiente tdci,TRUE,8912,57555,3
510,maruti celerio,2015,2021-02-22T05:57:00.561,petrol,5972,377899,mumbai,1591,hatchback,manual,zxi,TRUE,8778,56685,1
511,honda amaze,2016,2021-02-28T09:36:29.431,petrol,43240,435599,mumbai,748,sedan,manual,1.2 sx mt i vtec,TRUE,10118,65340,1
512,maruti swift dzire,2012,2021-03-22T10:19:28.535,petrol,112871,417799,hyderabad,628,sedan,manual,vxi 1.2 bs iv,TRUE,9704,62670,1
513,volkswagen ameo,2019,2021-03-18T11:59:11.232,petrol,47782,430399,ahmedabad,2318,sedan,,trendline 1.0,FALSE,9997,64560,1
514,hyundai elite i20,2015,2021-03-10T13:50:07.112,petrol,37023,507799,new delhi,2064,hatchback,manual,sportz (o) 1.2,TRUE,11795,76170,1
515,toyota fortuner,2013,2021-03-06T11:57:47.624,diesel,205697,1105948,noida,1695,luxury suv,manual,3.0 mt 4x2,TRUE,25688,165893,1
516,maruti alto k10,2017,2021-04-07T13:49:30.503,petrol,23023,361899,bengaluru,770,hatchback,,vxi amt,TRUE,8406,54285,2
517,honda amaze,2015,2021-03-12T07:13:07.878,diesel,136775,291999,noida,1801,sedan,manual,1.5 smt i dtec,TRUE,6782,43800,1
518,honda amaze,2015,2021-02-13T08:41:53.63,petrol,72343,376799,mumbai,1842,sedan,manual,1.2 smt i vtec,TRUE,8752,56520,1
519,hyundai i20,2011,2021-04-18T10:43:17.509,petrol,58202,337399,pune,256,hatchback,manual,magna o 1.2,TRUE,7837,50610,2
520,renault duster,2013,2021-04-13T06:01:49.772,diesel,81382,476899,mumbai,396,suv,manual,rxz diesel 110,TRUE,11077,71535,1
521,maruti ertiga,2015,2021-04-04T08:14:15.203,petrol,62928,531499,ahmedabad,2536,suv,manual,vxi,TRUE,12345,79725,1
522,maruti swift,2012,2021-04-04T12:35:52.759,petrol,70522,407299,new delhi,741,hatchback,manual,zxi,TRUE,9461,61095,1
523,hyundai i10,2010,2021-03-05T09:30:12.556,petrol,88895,175199,new delhi,1831,hatchback,manual,era 1.1 irde,TRUE,4069,26280,1
524,hyundai elite i20,2015,2021-03-13T07:50:36.414,petrol,36307,552599,new delhi,1378,hatchback,manual,asta 1.2,TRUE,12835,82890,1
525,datsun redi go,2016,2020-12-21T21:30:00.766,petrol,36414,200000,hyderabad,422,hatchback,manual,t (o),TRUE,4646,30000,1
526,maruti baleno,2016,2020-10-29T14:28:26.942,petrol,16491,669799,mumbai,1296,hatchback,automatic,zeta 1.2 k12 amt,FALSE,15558,100470,1
527,hyundai i20,2010,2021-03-19T12:35:54.716,petrol,90062,373299,bengaluru,419,hatchback,manual,sportz 1.2 o,FALSE,8671,55995,1
528,hyundai verna,2012,2021-03-20T09:40:27.952,petrol,25375,376799,mumbai,900,sedan,manual,fluidic 1.4 vtvt,TRUE,8752,56520,1
529,hyundai creta,2016,2021-04-03T10:34:07.236,diesel,28787,1021411,mumbai,2640,suv,manual,1.6 sx plus diesel,TRUE,23725,153212,1
530,hyundai i10,2012,2021-04-10T14:17:49.505,petrol,47840,379999,chennai,989,hatchback,automatic,asta 1.2 at kappa2 with sunroof,TRUE,8826,57000,2
531,maruti swift dzire,2008,2021-02-13T13:05:54.976,petrol,143363,156899,new delhi,4491,sedan,manual,lxi 1.3,TRUE,3644,23535,1
532,maruti alto k10,2012,2021-01-31T12:32:44.996,petrol,81759,218999,hyderabad,992,hatchback,manual,lxi,TRUE,5087,32850,2
533,ford ecosport,2019,2021-02-27T18:47:47.987,petrol,29962,855199,mumbai,2041,suv,manual,1.5 titanium ti vct,TRUE,19864,128280,1
534,maruti ritz,2010,2021-03-06T12:54:46.054,petrol,61156,362699,bengaluru,373,hatchback,manual,lxi,FALSE,8425,54405,1
535,hyundai creta,2015,2021-03-10T09:28:04.1,diesel,94412,812499,chennai,1544,suv,automatic,1.6 crdi sx plus auto,TRUE,18872,121875,1
536,hyundai santro xing,2008,2021-03-13T13:23:24.115,petrol,53131,205799,hyderabad,746,hatchback,manual,gls,TRUE,4780,30870,2
537,hyundai i10,2011,2021-03-16T09:37:17.034,petrol,35533,317399,hyderabad,2054,hatchback,manual,magna 1.2 kappa2,TRUE,7372,47610,1
538,maruti sx4,2011,2021-03-21T11:51:30.615,petrol,77761,233699,mumbai,1628,sedan,manual,zxi mt bs iv,TRUE,5428,35055,2
539,audi a4,2013,2021-01-20T10:36:31.5,diesel,94895,1063528,ghaziabad,2582,luxury sedan,automatic,2.0 tdi 174bhp prm plus,TRUE,24703,159530,3
540,honda city zx,2008,2019-04-01T12:53:09.011,petrol,113515,80000,new delhi,707,sedan,automatic,gxi cvt,FALSE,1858,12000,1
541,hyundai i20,2012,2021-01-22T13:08:13.742,petrol,83304,405099,bengaluru,933,hatchback,manual,sportz 1.2 vtvt,TRUE,9409,60765,1
542,maruti wagon r 1.0,2016,2021-01-10T09:29:04.895,petrol,45170,385499,bengaluru,823,hatchback,manual,vxi,TRUE,8954,57825,1
543,maruti swift,2012,2021-03-29T06:46:44.916,petrol,63009,470799,bengaluru,421,hatchback,manual,vxi,FALSE,10935,70620,1
544,tata hexa,2018,2021-04-13T09:29:33.349,diesel,24707,1189172,ahmedabad,2565,suv,automatic,varicor 400 xta,TRUE,27621,178376,1
545,honda city,2014,2019-08-25T11:41:38.834,diesel,122250,400000,ghaziabad,184,sedan,manual,s mt diesel,TRUE,9291,60000,2
546,maruti wagon r 1.0,2015,2021-04-27T07:33:35.49,petrol,39094,383199,pune,339,hatchback,manual,vxi,TRUE,8901,57480,2
547,toyota innova,2014,2021-01-01T07:02:21.761,diesel,80584,668299,noida,1724,suv,manual,2.5 gx 8 str bs iv,TRUE,15523,100245,1
548,hyundai creta,2018,2021-04-20T14:11:31.131,diesel,18794,880799,chennai,671,suv,,1.4 e plus crdi,TRUE,20459,132120,2
549,maruti ciaz,2015,2021-03-07T13:17:02.485,petrol,37429,520499,mumbai,955,sedan,manual,vxi,TRUE,12090,78075,1
550,maruti swift dzire,2013,2021-04-06T12:42:44.923,diesel,85864,524399,hyderabad,571,sedan,manual,vdi bs iv,TRUE,12180,78660,2
551,maruti vitara brezza,2019,2021-02-14T17:52:36.898,diesel,39910,928599,mumbai,1291,suv,automatic,zdi + amt,TRUE,21569,139290,2
552,maruti swift,2010,2021-04-03T08:14:11.579,petrol,47861,264499,new delhi,955,hatchback,manual,vxi,TRUE,6144,39675,1
553,renault kwid,2016,2021-03-11T07:14:38.427,petrol,14773,381599,bengaluru,755,hatchback,manual,rxt opt,TRUE,8864,57240,1
554,honda city,2014,2021-04-03T07:54:04.579,petrol,66724,529899,mumbai,617,sedan,manual,v mt petrol,TRUE,12308,79485,1
555,toyota etios,2011,2021-03-30T07:17:14.992,petrol & cng,82523,252499,new delhi,1743,sedan,manual,g,TRUE,5865,37875,2
556,hyundai grand i10,2016,2021-03-09T10:25:33.885,petrol,27015,492199,hyderabad,967,hatchback,manual,sports 1.2 vtvt,TRUE,11433,73830,1
557,tata tiago,2017,2021-03-16T06:14:32.003,petrol,8280,542499,bengaluru,1279,hatchback,manual,xz 1.2 revotron,TRUE,12601,81375,1
558,toyota innova,2012,2020-06-22T13:29:05.572,diesel,300672,540000,mumbai,126,suv,manual,2.5 g4 7 str,FALSE,12543,81000,1
559,maruti ertiga,2014,2021-03-17T14:49:19.662,petrol,73364,523499,new delhi,1010,suv,manual,vxi,TRUE,12160,78525,1
560,hyundai grand i10,2016,2021-03-14T08:49:11.537,petrol,32496,492399,chennai,1177,hatchback,automatic,1.2 asta (o) at,TRUE,11437,73860,1
561,hyundai i10,2008,2021-03-17T05:15:39.965,petrol,119960,199299,pune,751,hatchback,manual,magna 1.2,TRUE,4629,29895,2
562,hyundai i10,2013,2021-02-26T07:55:09.556,petrol & lpg,64318,302499,hyderabad,425,hatchback,manual,magna 1.1 lpg,TRUE,7026,45375,2
